publisher,genres,title,release_date,price,id,developer
Alientrap,"('Action', 'Free to Play', 'Indie')",Apotheon Arena,2015-12-08,0,417890,Alientrap
Virtual Basement LLC,"('Action', 'Indie')",The Mean Greens - Plastic Warfare,2015-12-08,9,360940,"Virtual Basement LLC,Code Headquarters LLC"
Dovetail Games - Flight,"('Simulation',)",FSX: Steam Edition - Arctic Rescue Add-On,2015-12-08,16,343962,Jane Rachel Whittaker
Petroglyph,"('Action', 'Adventure', 'RPG')",Mytheon,2010-07-13,9,413030,Petroglyph
Sluggerfly,"('Action', 'Adventure', 'Indie')",Ben and Ed,2015-12-08,9,395200,Sluggerfly
New Reality Games,"('Adventure', 'Indie', 'RPG', 'Strategy')",City of Chains,2015-12-08,8,412170,Astronomic Games
Fruitbat Factory,"('Indie', 'Strategy')",100% Orange Juice - Sham &amp; Sherry Character Pack,2015-12-08,1,425360,Orange_Juice
Zoink Games,"('Action', 'Adventure')",Zombie Vikings,2015-12-07,11,337480,Zoink Games
Zoink Games,"('Action', 'Adventure')",Zombie Vikings - Raybjörn Character,2015-12-07,2,402640,Zoink Games
BBEW BBEW LLC,"('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation')",Adventurer Manager - Endless Tower,2015-12-08,1,348210,Vigilant Addiction Studios
Zoink Games,"('Action', 'Adventure')",Zombie Vikings - Frostbjörn Character,2015-12-07,2,402650,Zoink Games
SFB Games,"('Adventure', 'Indie')",Detective Grimoire Soundtrack,2015-12-07,2,421950,SFB Games
Neotenia,"('Indie',)",Volvox,2015-12-07,9,392600,Neotenia
Cherry Pop Games,"('Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy')",Pool Nation FX Lite,2015-12-07,0,314000,Cherry Pop Games
Quandary Solutions LTD,"('Action', 'Indie', 'Racing')",Dexterity Ball 3D™,2015-12-07,6,403680,Quandary Solutions LTD
Manyland,"('Action', 'Adventure', 'Indie', 'Massively Multiplayer')",Manyland,2015-12-07,11,342280,Manyland
zemaGamez,"('Action', 'Adventure', 'Indie')",The Ritual on Weylyn Island,2015-12-04,4,381050,zemaGamez
Samaritan Studios,"('Indie', 'RPG', 'Strategy', 'Early Access')",Rise of Keepers,2015-12-04,12,422210,Samaritan Studios
Wolf Ray Studios,"('Indie', 'RPG', 'Early Access')",Blessed Ones: The Magic Wolves,2015-12-04,7,424310,Wolf Ray Studios
Vlambeer,"('Action', 'Indie', 'RPG')",Nuclear Throne,2015-12-05,11,242680,Vlambeer
Matthew Brown,"('Casual', 'Indie')",SquareCells,2015-12-07,2,416770,Matthew Brown
Matt Roszak,"('Action', 'Indie')",Bullet Heaven 2,2015-12-07,11,412670,Matt Roszak
PlayStation Mobile Inc.,"('Action',)",HELLDIVERS™ - Ranger Pack,2015-12-07,2,395230,Arrowhead Game Studios
"PlayStation Mobile, Inc.","('Action',)",HELLDIVERS™,2015-12-07,19,394510,Arrowhead Game Studios
PlayStation Mobile Inc.,"('Action',)",HELLDIVERS™ - Defenders Pack,2015-12-07,2,395232,Arrowhead Game Studios
PlayStation Mobile Inc.,"('Action',)",HELLDIVERS™ - Support Pack,2015-12-07,2,395233,Arrowhead Game Studios
PlayStation Mobile Inc.,"('Action',)",HELLDIVERS™ - Pilot Pack,2015-12-07,2,395234,Arrowhead Game Studios
PlayStation Mobile Inc.,"('Action',)",HELLDIVERS™ - Commando Pack,2015-12-07,2,395231,Arrowhead Game Studios
Milestone S.r.l.,"('Racing', 'Simulation', 'Sports')",MotoGP™15 GP de Portugal Circuito Estoril,2015-12-04,3,392430,Milestone S.r.l.
Dovetail Games,"('Simulation',)",TS Marketplace: dia. 1/141 HTO 21t Coal Hopper Wagon Pack,2015-12-04,4,326020,Fastline Simulation
Dovetail Games,"('Simulation',)",TS Marketplace: dia. 1/146 HTO 21t Coal Hopper Wagon Pack,2015-12-04,4,326021,Fastline Simulation
Dovetail Games,"('Simulation',)",TS Marketplace: dia. 1/146 HTV 21t Coal Hopper Wagon Pack,2015-12-04,4,326029,Fastline Simulation
Dovetail Games,"('Simulation',)",TS Marketplace: dia. 1/146 HTV 25t Coal Hopper Wagon Pack,2015-12-04,4,326028,Fastline Simulation
Dovetail Games,"('Simulation',)",TS Marketplace: BDO 60T Unfitted Bogie Bolster Wagon Pack,2015-12-04,4,326026,Fastline Simulation
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Return to Maerdy Loco Add-On,2015-12-04,24,325956,MeshTools
Dovetail Games,"('Simulation',)",TS Marketplace: BRV 50T BORAIL EB/EC Wagons Pack,2015-12-04,4,326031,Fastline Simulation
isTom Games Kft.,"('Action', 'Casual')",Nyan Cat: Lost In Space,2015-12-04,2,415420,isTom Games Kft.
John Wizard,"('Adventure', 'Indie', 'RPG', 'Simulation')",Our Love Will Grow,2015-12-04,4,423770,John Wizard
Crows Crows Crows,"('Free to Play', 'Indie')","Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04,0,409160,Crows Crows Crows
Chronicle Bench,"('Action', 'Adventure', 'Indie')",Earth Overclocked,2015-12-04,4,387060,Chronicle Bench
Choice of Games,"('Indie', 'RPG')",Pendragon Rising,2015-12-04,3,423320,Choice of Games
Hosted Games,"('Indie', 'RPG')",Community College Hero: Trial by Fire,2015-12-04,3,423120,Hosted Games
Retrocade.net,"('Casual', 'Indie', 'Strategy')",Monstro: Battle Tactics,2014-01-09,5,369310,Retrocade.net
Square Enix,"('Action', 'RPG')",DRAGON QUEST HEROES™ Slime Edition,2015-12-03,39,410850,"KOEI TECMO GAMES CO., LTD."
Fatshark,"('Action', 'Indie')",Warhammer: End Times - Vermintide Sigmar's Blessing,2015-12-03,0,419070,Fatshark
Threaks,"('Action', 'Casual', 'Indie')",Beatbuddy: On Tour,2015-12-04,6,412970,Threaks
Rebellion,"('RPG', 'Strategy')",Lords of Magic: Special Edition,1997-11-19,4,404040,Impressions Games
Rebellion,"('Strategy',)",Lords of the Realm,1994-11-30,1,254920,Impressions Games
Rebellion,"('RPG', 'Strategy')",Lords of the Realm II,1996-10-31,2,397350,Impressions Games
Rebellion,"('Simulation', 'Strategy')",Lords of the Realm III,2004-03-17,4,254860,Impressions Games
Artifex Mundi,"('Adventure', 'Casual')",Vampire Legends: The True Story of Kisilova,2015-12-03,9,414660,Organic 2 Digital Studio
ZiX Solutions,"('Indie',)",Blood Code OST,2015-12-29,1,414110,Weixi Games
PolarityFlow,"('Action', 'Indie', 'RPG', 'Strategy')",Steel Rain,2015-12-03,9,387240,"PolarityFlow,Adrian Zingg"
Alice &amp; Smith,"('Indie', 'Massively Multiplayer', 'RPG')",The Black Watchmen - Season 2: Enduring Conflict,2015-12-03,9,396810,Alice &amp; Smith
Tuomo's games,"('Action', 'RPG')",Save Your Mother,2015-12-03,3,423740,Tuomo Laine
White Clover Inc.,"('Casual', 'Indie')",The BoX,2015-12-07,5,424750,White Clover Worlds
Just1337 Publisher,"('Action', 'Adventure', 'Casual', 'Indie')",ShipLord,2015-12-02,1,422250,Just1337 Studio
BrainGoodGames,"('Strategy',)",Militia,2015-12-02,5,421260,BrainGoodGames
Tin Man Games,"('Adventure', 'RPG')",Legacy of Dorn: Herald of Oblivion,2015-12-02,4,389850,Tin Man Games
Moonlit Works,"('Casual', 'Free to Play', 'Indie')",Carpe Diem - Extra Package,2015-12-01,0,425120,Eyzi
Hammer Glass Studio,"('RPG',)",Ruzar - The Life Stone,2015-12-02,12,366510,Hammer Glass Studio
Xander's Corgi Arcade,"('Action', 'Adventure', 'Indie')",Corgi Warlock,2015-12-03,0,414920,Xander's Corgi Arcade
Specialbit Studio,"('Adventure', 'Casual', 'Indie')",The Last Dream: Developer's Edition,2015-12-03,9,395860,Specialbit Studio
Threaks,"('Action', 'Adventure', 'Casual', 'Indie')",Beatbuddy: Tale of the Guardians - Original Soundtrack,2015-12-04,6,257310,Threaks
"Cliffhanger Productions , THQ Nordic","('Indie', 'RPG', 'Strategy')",Jagged Alliance Online: Reloaded - Echo,2015-12-03,2,416712,Cliffhanger Productions
"Cliffhanger Productions , THQ Nordic","('Indie', 'RPG', 'Strategy')",Jagged Alliance Online: Reloaded - Ivan,2015-12-03,2,416710,Cliffhanger Productions
"Cliffhanger Productions , THQ Nordic","('Indie', 'RPG', 'Strategy')",Jagged Alliance Online: Reloaded - Raven,2015-12-03,2,416713,Cliffhanger Productions
"Cliffhanger Productions , THQ Nordic","('Indie', 'RPG', 'Strategy')",Jagged Alliance Online: Reloaded - Shadow,2015-12-03,2,416711,Cliffhanger Productions
Ubisoft,"('Action',)",Tom Clancy's Rainbow Six® Siege,2015-12-01,14,359550,Ubisoft Montreal
Jenito,"('Action', 'Adventure', 'Indie')",Super Mega Bob,2015-12-03,4,391960,Jenito
"Psyonix, Inc.","('Action', 'Indie', 'Racing', 'Sports')",Rocket League® - Chaos Run DLC Pack,2015-12-01,3,408610,"Psyonix, Inc."
Little Orbit,"('Adventure',)",Adventure Time: Finn and Jake Investigations,2015-12-01,9,369300,Vicious Cycle Software
INSIDE SYSTEM,"('Action', 'Adventure', 'Casual', 'Indie')",The Legend of Dark Witch,2015-12-01,4,420770,INSIDE SYSTEM
Little Orbit,"('Adventure',)",Adventure Time: Artifact Checking,2015-12-01,0,413790,Vicious Cycle Software
Afterthought LLC,"('Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access')",The Isle,2015-12-01,19,376210,Afterthought LLC
ClorithStudio,"('Adventure', 'Indie', 'RPG')",Samsa and the Knights of Light,2015-12-02,4,371320,"Atixx,ClorithStudio"
astragon Entertainment GmbH,"('Casual', 'Simulation')",Construction Simulator 2015: St. John’s Hospital Fuchsberg,2015-12-02,0,404281,weltenbauer. Software Entwicklung GmbH
OtakuMaker.com,"('Action', 'Adventure', 'Casual', 'Indie', 'Strategy')",Hit Tank PRO,2015-12-02,2,423760,Bacq Stellan
astragon Entertainment GmbH,"('Casual', 'Simulation')",CITYCONOMY: Service for your City,2015-12-02,24,304580,Nano Games sp. z o.o.
NIKITA ONLINE,"('Action', 'Free to Play', 'Massively Multiplayer', 'RPG')",Sphere III: Enchanted World,2015-08-18,0,397040,NIKITA ONLINE
AGM PLAYISM,"('Action', 'Casual', 'Indie')",GOCCO OF WAR: Theme Song,2015-12-02,1,419951,peakvox
Erotes Studio,"('Adventure', 'Indie')",Mayjasmine Episode01 - What is God?,2015-12-02,9,417110,Erotes studio
Fabraz,"('Action', 'Indie')",Planet Diver,2015-11-30,3,417980,Fabraz
Square Enix,"('Action', 'Adventure')",Just Cause™ 3 - Mini-Gun Racing Boat,2015-12-01,1,388291,Avalanche Studios
Square Enix,"('Action', 'Adventure')",Just Cause™ 3 - Combat Buggy,2015-12-01,1,388290,Avalanche Studios
Square Enix,"('Action', 'Adventure')",Just Cause™ 3 - Capstone Bloodhound RPG,2015-12-01,2,388294,Avalanche Studios
Square Enix,"('Action', 'Adventure')",Just Cause™ 3 - Rocket Launcher Sports Car,2015-12-01,1,388292,Avalanche Studios
Zillion Whales,"('Action', 'Adventure', 'Casual', 'Indie', 'Strategy')",Plastiland,2015-12-01,7,421880,"FreshGem,Zillion Whales"
Square Enix,"('Action', 'Adventure')",Just Cause™ 3 - Final Argument Sniper Rifle,2015-12-01,2,388293,Avalanche Studios
All Civilized Planets,"('Action', 'Indie')",Expander,2015-12-01,2,410470,All Civilized Planets
Paradox Interactive,"('Simulation', 'Strategy')",Content Pack - Europa Universalis IV: The Cossacks,2015-12-01,7,373380,Paradox Development Studio
Paradox Interactive,"('Simulation', 'Strategy')",Expansion - Europa Universalis IV: The Cossacks,2015-12-01,19,373370,Paradox Development Studio
Qumaron,"('Adventure', 'Casual', 'Simulation', 'Strategy')",Adelantado Trilogy. Book one,2015-12-01,4,423600,Realore
Paradox Interactive,"('Simulation', 'Strategy')",Europa Universalis IV: Sabaton Soundtrack,2015-12-01,2,415680,Sabaton
Philip Royer,"('Indie',)",Dissonance: An Interactive Novelette,2015-12-01,0,421620,Philip Royer
Tenshu General,"('Casual', 'Indie', 'Strategy')",Tenshu General,2015-12-01,5,363180,SmartArt Game Studio
Klei Entertainment,"('Adventure', 'Indie', 'Simulation')",Don't Starve: Shipwrecked,2015-12-01,4,393010,"Klei Entertainment,Capybara Games"
Professor Why,"('Indie', 'Simulation', 'Early Access')",Professor Why™: The Quantum Eye,2015-12-01,9,369460,Professor Why
Zoo Corporation,"('Action', 'Casual')",Relic Alone,2015-11-26,4,419000,"NTT Plala Inc.,Roconilo Project"
xinoro,"('Adventure', 'Indie')",Miko Gakkou Monogatari: Kaede Episode,2015-08-16,8,332370,xinoro
"Bigben Interactive, Plug In Digital","('Sports',)",Handball 16,2015-11-27,39,384320,Eko Software
Tianyu Studio,"('Action', 'Adventure', 'Casual', 'Indie')",Akuatica,2015-11-27,6,401330,Tianyu Studio
Ectoplasm Studio Inc.,"('Action', 'Adventure', 'Indie')",Wicked Witches,2015-11-27,9,411630,Ectoplasm Studio Inc.
Alientrap,"('Action', 'Adventure', 'Indie', 'Strategy')",Cryptark Soundtrack,2015-11-30,6,424120,Alientrap
Robot Loves Kitty,"('Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access')",Legend of Dungeon: Masters,2015-11-30,0,405980,Robot Loves Kitty
Moonlit Works,"('Casual', 'Free to Play', 'Indie')",Carpe Diem,2015-11-30,0,423880,Eyzi
energy milk,"('Action', 'Adventure', 'Indie')",Yet Another World,2015-11-30,1,411740,energy milk
Gaming Cats Studio,"('Adventure', 'Free to Play', 'Indie', 'Early Access')",I must kill...: Fresh Meat,2015-11-30,0,420880,Gaming Cats Studio
Ubisoft,"('Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy')",Might &amp; Magic Heroes Online,2015-11-24,0,336520,Blue Byte
Glowstick Entertainment,"('Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access')",Dead Acres,2015-11-24,4,404550,Glowstick Entertainment
HA Studio Ltd.,"('Action', 'Adventure', 'Indie', 'RPG')",KRUM - Edge Of Darkness,2015-11-24,4,420210,HA Studio Ltd.
SEGA,"('Adventure', 'Indie', 'RPG', 'Strategy')",Dungeon of the Endless™ - Rescue Team Add-on,2015-11-24,1,407200,AMPLITUDE Studios
Kbros Entertainment,"('Indie',)",Albert and Otto - Original Soundtrack,2015-11-24,1,418580,Nikola Kostic
Flying Interactive,"('Adventure', 'Casual', 'Indie', 'RPG')",Lost Labyrinth Extended Version,2015-11-24,4,420920,Markus Döbele
SEGA,"('Adventure', 'Indie', 'RPG', 'Strategy')",Dungeon of the Endless™ - Organic Matters Update,2015-11-24,0,407210,AMPLITUDE Studios
"Slightly Mad Studios, BANDAI NAMCO Entertainment","('Racing', 'Simulation', 'Sports')",Project CARS - Classic Lotus Track Expansion,2015-11-24,7,334782,Slightly Mad Studios
Sekai Project,"('Adventure', 'Casual')",CLANNAD,2015-11-23,49,324160,VisualArts/Key
"GrabTheGames, WhisperGames","('Adventure', 'RPG')",The Deed,2015-11-23,0,420740,"Pilgrim Adventures,GrabTheGames Studios"
Eddy Games,"('Adventure', 'Indie')",The Land Of Lamia,2015-11-23,0,385310,Eddy Games
WayForward,"('Action', 'Indie', 'Strategy')",Mighty Switch Force! Academy,2015-11-23,9,350210,WayForward
Groupees Interactive,"('Adventure', 'Indie')",Days Under Custody,2015-11-23,4,412730,Abraham Carreola
Spearhead,"('Action', 'Casual', 'Indie', 'Early Access')",Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,8,342530,Magic Pants
Very Simple Idea Studios,"('Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access')",Idle Civilization,2015-11-23,4,418910,Very Simple Idea Studios
Alawar Entertainment,"('Adventure', 'Casual', 'Strategy')",Goblin Defenders: Steel‘n’ Wood,2013-08-21,2,416310,Alawar Entertainment
Degica,"('Action', 'Indie')",Umihara Kawase Shun: Steam Edition,2015-11-24,11,384700,Studio Saizensen
Deck13,"('Action', 'Indie')",Super Snow Fight,2015-11-24,4,365090,Patrick God
"Gag A Maggot Entertainment, LLC.","('Indie', 'Massively Multiplayer', 'Strategy')",ABD - Legacy Edition,2015-11-20,59,388030,"Robert Bonner,Boris Blosse,Jack Hanley,Ben Rawles"
"Addicting Games, Defy Media, LLC","('Action',)",Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,4,403700,"Ben 'Yahtzee' Croshaw,Collected Worlds"
Green Man Gaming Publishing,"('Action', 'Indie', 'Racing')",Switch Galaxy Ultra,2015-11-20,9,359060,Atomicom Limited
Green Man Gaming Publishing,"('Action', 'Indie', 'Racing')",Switch Galaxy Ultra Music Pack 1,2015-11-20,2,381191,Atomicom Limited
Electroplasmatic Games,"('Indie',)",Freedom Poopie,2015-10-16,2,400130,Electroplasmatic Games
Anuman Interactive,"('Simulation',)",Home Design 3D,2015-01-30,9,420000,Anuman Interactive
Hosted Games,"('Indie', 'RPG')",A Study in Steampunk: Choice by Gaslight,2015-11-20,3,421630,Hosted Games
"TopWare Interactive, ACE","('Action', 'Indie', 'RPG')",Vendetta - Curse of Raven's Cry,2015-11-20,29,386280,Reality Pump Studios
KISS ltd,"('Indie', 'Simulation', 'Sports', 'Strategy')",Tactical Soccer The New Season,2015-11-20,9,400380,EGCL
Kyle Seeley,"('Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation')",Emily is Away,2015-11-20,0,417860,Kyle Seeley
Autotivity Entertainment,"('Action', 'Indie')",Entropy Rising,2015-11-20,0,334830,Autotivity Entertainment
HypeTrain Digital,"('Action', 'Indie')",12 is Better Than 6,2015-11-20,9,410110,Ink Stains Games
Berserk Games,"('Casual', 'Indie', 'RPG', 'Simulation', 'Strategy')",Tabletop Simulator - Euphoria: Build a Better Dystopia,2015-11-20,7,417300,"Berserk Games,Stonemaier Games"
Silver Cow Studio,"('Adventure', 'Indie', 'Simulation')",Time Tenshi,2015-11-20,9,420950,Silver Cow Studio
Viva Media,"('Simulation', 'Sports', 'Strategy')",Draft Day Sports College Basketball 3,2015-11-20,19,413460,Wolverine Studios
"Vermont Software Studios,LLC","('Indie', 'Simulation')",Terraformer Expedition to Mars,2014-05-07,24,298220,"Vermont Software Studios,LLC"
Aldorlea Games,"('Adventure', 'Casual', 'Indie', 'RPG')",Arevan - Official Guide,2015-11-20,2,386130,Overcloud9
Kazakov Oleg,"('Indie',)",The Tape,2015-11-19,0,387930,Kazakov Oleg
BANDAI NAMCO Entertainment,"('RPG',)",Tales of Zestiria - Additional Chapter: Alisha's Story,2015-10-19,9,382470,BANDAI NAMCO Studio Inc.
Squiddershins,"('Adventure', 'Casual', 'Indie')",Tick Tock Isle,2015-11-19,0,418440,Squiddershins
Rising Sun Interactive,"('Adventure', 'Casual', 'Indie')",Angels That Kill,2015-11-20,2,383240,Rising Sun Interactive
Solanimus Inc.,"('Action', 'Indie')",Signal to Noise,2015-11-20,4,380210,Solanimus Inc.
Studio Namaapa,"('Adventure', 'Indie', 'RPG')",Nusakana,2015-11-19,8,401290,Studio Namaapa
Ben 'Yahtzee' Croshaw,"('Adventure',)",The Consuming Shadow,2015-11-20,9,403830,Ben 'Yahtzee' Croshaw
MuHa Games,"('Indie', 'RPG', 'Strategy')",Thea: The Awakening,2015-11-20,19,378720,MuHa Games
b-alive gmbh,"('Casual', 'Indie', 'Simulation')",Wildlife Camp,2010-03-19,6,338630,b-alive gmbh
Good Shepherd Entertainment,"('Adventure', 'Indie', 'RPG', 'Strategy')",Hard West,2015-11-18,19,307670,CreativeForge Games
Kisareth Studios,"('Casual', 'Indie', 'RPG')",Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,0,418310,Kisareth Studios
Yunus Ayyildiz,"('Casual', 'Indie')",hocus,2015-11-18,0,418040,"Yunus Ayyildiz,Sho Ohhira"
Viva Media,"('Casual',)",Hoyle Official Card Games,2015-11-18,19,397420,Webfoot Games
8Floor,"('Adventure', 'Casual')",Chronicles of the Witches and Warlocks,2015-11-18,5,396850,8Floor
Alawar Entertainment,"('Adventure', 'Casual', 'Strategy')",Rescue Team 5,2015-09-30,3,416320,Rionix
Ubisoft,"('Action', 'Adventure')",Assassin's Creed® Syndicate,2015-11-18,39,368500,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
Wetgenes,"('Casual', 'Indie')",Dr. Bulbaceous,2015-11-19,3,388540,Wetgenes
Dovetail Games - Trains,"('Simulation',)","Train Simulator: LMS Coronation Class ""Duchess of Hamilton"" Loco Add-On",2015-11-19,19,325989,Dovetail Games
Slitherine Ltd.,"('Simulation', 'Strategy')",Scourge of War: Waterloo,2015-11-19,49,369390,NorbSoftDev
dark made games,"('Indie', 'RPG', 'Strategy', 'Early Access')",Heresy,2015-11-19,19,416160,dark made games
Hydro Games,"('Action', 'Adventure', 'Indie', 'RPG', 'Early Access')",Dungeon Kingdom: Sign of the Moon,2015-11-19,18,329040,Hydro Games
"Days of Wonder, Asmodee Digital","('Casual', 'Indie', 'Strategy')",Ticket to Ride - India,2015-11-19,4,350270,Days of Wonder
Sekai Project,"('Action', 'Adventure', 'Casual', 'Indie', 'Simulation')",Yohjo Simulator,2015-11-17,4,415950,DEADFACTORY
Cuveet Story,"('Casual', 'Indie')",Cross Set,2015-11-17,2,415400,Cuveet Story
AGM PLAYISM,"('Action', 'Casual', 'Indie')",GOCCO OF WAR,2015-11-18,19,346730,"peakvox,O-TWO inc."
Dharker Studio,"('Casual', 'Indie')",Highschool Romance,2015-11-18,9,398100,Dharker Studio
Virtual Racing Industries Ltd.,"('Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports')",VRC PRO Electric 1:8 Buggy,2015-11-18,9,419980,Virtual Racing Industries Ltd.
Crytek,"('Adventure', 'Free to Play', 'Simulation')",Back to Dinosaur Island,2015-11-18,0,412940,Crytek
Dovetail Games - Flight,"('Simulation',)",FSX: Steam Edition - Grumman EA-6B Prowler Add-On,2015-11-18,6,379243,Virtavia
Dovetail Games - Flight,"('Simulation',)",FSX: Steam Edition - Grumman A-6E Intruder Add-On,2015-11-18,9,379242,Virtavia
10tons Ltd,"('Action', 'Casual', 'Indie', 'Sports')",Tennis in the Face,2015-11-18,4,394290,10tons Ltd
